source,year,month,iso3,hooks,sets,lat_index,lon_index,region,region_CCSBT
iccat,2018,2,MEX,2403.0,0,4.2,-19.8,Other_Region,Other_Region
iccat,2019,10,PAN,5600.0,0,1.8,-9.2,Other_Region,Other_Region
iccat,2019,11,PAN,20500.0,0,1.8,-9.8,Other_Region,Other_Region
,2017,8,CHN,0.0,6,-10.0,-13.0,South_Atlantic,10
,2019,11,CHN,0.0,2,12.0,3.0,Other_Region,Other_Region
,2019,1,CHN,0.0,4,-14.0,-6.0,Other_Region,Other_Region
,2019,9,USA,0.0,4,10.0,-27.0,North_Pacific,Other_Region
,2017,9,ESP,0.0,29,9.0,-2.0,Other_Region,Other_Region
iccat,2018,8,ZAF,7423.0,0,-7.8,3.4,South_Atlantic,9
iccat,2018,8,ZAF,11000.0,0,-7.8,3.4,South_Atlantic,9
iccat,2019,4,PAN,7800.0,0,1.2,-9.8,Other_Region,Other_Region
iccat,2019,6,PAN,8700.0,0,1.2,-9.2,Other_Region,Other_Region
iccat,2018,9,MEX,17956.0,0,3.8,-20.0,Other_Region,Other_Region
iccat,2019,6,MEX,4169.0,0,3.8,-20.2,Other_Region,Other_Region
iccat,2019,2,PAN,2800.0,0,1.4,-12.0,Other_Region,Other_Region
iccat,2019,4,PAN,50300.0,0,1.4,-11.8,Other_Region,Other_Region
iccat,2019,5,PAN,2800.0,0,0.4,-9.4,Other_Region,Other_Region
iccat,2019,9,PAN,20400.0,0,0.8,-9.4,Other_Region,Other_Region
iccat,2019,7,PAN,27800.0,0,1.6,-11.6,Other_Region,Other_Region
iccat,2019,8,PAN,21400.0,0,1.6,-10.4,Other_Region,Other_Region
iccat,2019,10,PAN,16300.0,0,1.6,-9.2,Other_Region,Other_Region
iccat,2019,5,ZAF,1620.0,0,-7.2,3.0,South_Atlantic,9
iccat,2019,5,ZAF,17450.0,0,-7.2,3.0,South_Atlantic,9
iccat,2019,5,ZAF,11900.0,0,-7.2,3.0,South_Atlantic,9
iccat,2019,4,PAN,16100.0,0,1.8,-10.8,Other_Region,Other_Region
iccat,2019,12,PAN,2200.0,0,1.8,-11.8,Other_Region,Other_Region
iotc,2017,2,REU,2739.08,0,,,Other_Region,Other_Region
iotc,2017,2,REU,722.23,0,,,Other_Region,Other_Region
iotc,2017,9,REU,1537.13,0,,,Other_Region,Other_Region
iotc,2018,2,REU,5507.22,0,,,Other_Region,Other_Region
iotc,2018,2,REU,5429.81,0,,,Other_Region,Other_Region
iotc,2018,3,REU,27.41,0,,,Other_Region,Other_Region
iotc,2018,4,REU,317.69,0,,,Other_Region,Other_Region
iotc,2018,5,REU,858.97,0,,,Other_Region,Other_Region
iotc,2018,8,REU,401.58,0,,,Other_Region,Other_Region
iotc,2019,4,REU,295.0,0,,,Other_Region,Other_Region
iotc,2019,7,REU,5542.0,0,,,Other_Region,Other_Region
iotc,2019,7,REU,511.0,0,,,Other_Region,Other_Region
iotc,2019,9,REU,30174.0,0,,,Other_Region,Other_Region
iotc,2019,12,REU,596.0,0,,,Other_Region,Other_Region
iotc,2018,4,SYC,1400.0,0,,,Other_Region,Other_Region
iotc,2018,8,SYC,2000.0,0,,,Other_Region,Other_Region
iotc,2017,1,ZAF,19260.0,0,,,Other_Region,Other_Region
iotc,2018,11,ZAF,8300.0,0,,,Other_Region,Other_Region
iotc,2019,4,ZAF,1200.0,0,,,Other_Region,Other_Region
iotc,2019,4,ZAF,2200.0,0,,,Other_Region,Other_Region
iotc,2017,1,MDV,3000.0,0,,,Other_Region,Other_Region
iotc,2017,2,MDV,9000.0,0,,,Other_Region,Other_Region
iotc,2017,2,MDV,24000.0,0,,,Other_Region,Other_Region
iotc,2017,1,REU,5221.01,0,,,Other_Region,Other_Region
iotc,2017,6,REU,19747.11,0,,,Other_Region,Other_Region
iotc,2018,2,REU,556.29,0,,,Other_Region,Other_Region
iotc,2018,4,REU,906.95,0,,,Other_Region,Other_Region
iotc,2018,5,REU,18460.18,0,,,Other_Region,Other_Region
iotc,2018,5,REU,3534.93,0,,,Other_Region,Other_Region
iotc,2018,6,REU,1651.45,0,,,Other_Region,Other_Region
iotc,2018,7,REU,4432.29,0,,,Other_Region,Other_Region
iotc,2018,8,REU,2409.88,0,,,Other_Region,Other_Region
iotc,2018,12,REU,1987.0,0,,,Other_Region,Other_Region
iotc,2018,12,REU,7258.0,0,,,Other_Region,Other_Region
iotc,2019,3,REU,2691.0,0,,,Other_Region,Other_Region
iotc,2019,5,REU,870.0,0,,,Other_Region,Other_Region
iotc,2019,5,REU,1024.0,0,,,Other_Region,Other_Region
iotc,2019,5,REU,4000.0,0,,,Other_Region,Other_Region
iotc,2019,12,REU,18975.0,0,,,Other_Region,Other_Region
iotc,2017,2,SYC,700.0,0,,,Other_Region,Other_Region
iotc,2017,3,SYC,9554.0,0,,,Other_Region,Other_Region
iotc,2017,4,SYC,14600.0,0,,,Other_Region,Other_Region
iotc,2017,5,SYC,6920.0,0,,,Other_Region,Other_Region
iotc,2017,12,SYC,860.0,0,,,Other_Region,Other_Region
iotc,2018,2,SYC,2000.0,0,,,Other_Region,Other_Region
iotc,2017,6,ZAF,1350.0,0,,,Other_Region,Other_Region
iotc,2018,6,ZAF,600.0,0,,,Other_Region,Other_Region
iotc,2018,9,ZAF,3012.0,0,,,Other_Region,Other_Region
iotc,2017,8,MDV,4000.0,0,,,Other_Region,Other_Region
iotc,2017,1,REU,2547.73,0,,,Other_Region,Other_Region
iotc,2017,9,REU,8405.1,0,,,Other_Region,Other_Region
iotc,2017,10,REU,11873.61,0,,,Other_Region,Other_Region
iotc,2018,5,REU,9726.4,0,,,Other_Region,Other_Region
iotc,2018,7,REU,1164.25,0,,,Other_Region,Other_Region
iotc,2018,9,REU,840.0,0,,,Other_Region,Other_Region
iotc,2018,10,REU,427.0,0,,,Other_Region,Other_Region
iotc,2019,3,REU,3430.0,0,,,Other_Region,Other_Region
iotc,2019,3,REU,5538.0,0,,,Other_Region,Other_Region
iotc,2019,5,REU,720.0,0,,,Other_Region,Other_Region
iotc,2019,6,REU,308.0,0,,,Other_Region,Other_Region
iotc,2019,9,REU,9267.0,0,,,Other_Region,Other_Region
iotc,2019,11,REU,8614.0,0,,,Other_Region,Other_Region
iotc,2017,3,SYC,3100.0,0,,,Other_Region,Other_Region
iotc,2018,1,SYC,2540.0,0,,,Other_Region,Other_Region
iotc,2018,3,ZAF,1500.0,0,,,Other_Region,Other_Region
iotc,2019,3,ZAF,43495.0,0,,,Other_Region,Other_Region
iotc,2019,7,ZAF,900.0,0,,,Other_Region,Other_Region
iotc,2019,12,ZAF,3950.0,0,,,Other_Region,Other_Region
iotc,2017,1,MDV,2000.0,0,,,Other_Region,Other_Region
iotc,2017,9,MDV,2000.0,0,,,Other_Region,Other_Region
iotc,2017,2,REU,294.59,0,,,Other_Region,Other_Region
iotc,2017,6,REU,27.21,0,,,Other_Region,Other_Region
iotc,2017,10,REU,11226.59,0,,,Other_Region,Other_Region
iotc,2018,3,REU,2144.52,0,,,Other_Region,Other_Region
iotc,2018,4,REU,5147.1,0,,,Other_Region,Other_Region
iotc,2019,1,REU,7685.0,0,,,Other_Region,Other_Region
iotc,2019,3,REU,6458.0,0,,,Other_Region,Other_Region
iotc,2019,4,REU,1053.0,0,,,Other_Region,Other_Region
iotc,2019,5,REU,1971.0,0,,,Other_Region,Other_Region
iotc,2019,7,REU,3911.0,0,,,Other_Region,Other_Region
iotc,2019,7,REU,7976.0,0,,,Other_Region,Other_Region
iotc,2019,10,REU,421.0,0,,,Other_Region,Other_Region
iotc,2018,6,SYC,700.0,0,,,Other_Region,Other_Region
iotc,2018,6,SYC,4800.0,0,,,Other_Region,Other_Region
iotc,2017,9,ZAF,1100.0,0,,,Other_Region,Other_Region
iotc,2017,9,ZAF,1600.0,0,,,Other_Region,Other_Region
iotc,2019,4,ZAF,1200.0,0,,,Other_Region,Other_Region
iotc,2018,5,MDV,2000.0,0,,,Other_Region,Other_Region
iotc,2018,9,MDV,7200.0,0,,,Other_Region,Other_Region
iotc,2017,3,REU,172.63,0,,,Other_Region,Other_Region
iotc,2017,11,REU,20021.04,0,,,Other_Region,Other_Region
iotc,2018,3,REU,5924.03,0,,,Other_Region,Other_Region
iotc,2018,3,REU,1574.99,0,,,Other_Region,Other_Region
iotc,2018,6,REU,315.95,0,,,Other_Region,Other_Region
iotc,2018,6,REU,1171.65,0,,,Other_Region,Other_Region
iotc,2018,6,REU,1752.7,0,,,Other_Region,Other_Region
iotc,2018,7,REU,23580.23,0,,,Other_Region,Other_Region
iotc,2018,9,REU,1286.0,0,,,Other_Region,Other_Region
iotc,2019,2,REU,79.0,0,,,Other_Region,Other_Region
iotc,2019,3,REU,862.0,0,,,Other_Region,Other_Region
iotc,2019,5,REU,2040.0,0,,,Other_Region,Other_Region
iotc,2019,6,REU,2422.0,0,,,Other_Region,Other_Region
iotc,2019,7,REU,1796.0,0,,,Other_Region,Other_Region
iotc,2019,8,REU,2830.0,0,,,Other_Region,Other_Region
iotc,2019,12,REU,10721.0,0,,,Other_Region,Other_Region
iotc,2019,12,REU,24421.0,0,,,Other_Region,Other_Region
iotc,2017,5,SYC,2900.0,0,,,Other_Region,Other_Region
iotc,2017,10,SYC,25860.0,0,,,Other_Region,Other_Region
iotc,2018,3,SYC,1800.0,0,,,Other_Region,Other_Region
iotc,2018,10,SYC,6650.0,0,,,Other_Region,Other_Region
iotc,2017,7,ZAF,1750.0,0,,,Other_Region,Other_Region
iotc,2017,9,ZAF,4300.0,0,,,Other_Region,Other_Region
iotc,2018,3,ZAF,1000.0,0,,,Other_Region,Other_Region
iotc,2019,3,ZAF,1550.0,0,,,Other_Region,Other_Region
iotc,2019,5,ZAF,8320.0,0,,,Other_Region,Other_Region
iotc,2018,5,MDV,1800.0,0,,,Other_Region,Other_Region
iotc,2018,9,MDV,5400.0,0,,,Other_Region,Other_Region
iotc,2017,2,REU,3669.99,0,,,Other_Region,Other_Region
iotc,2017,3,REU,542.67,0,,,Other_Region,Other_Region
iotc,2017,5,REU,3305.69,0,,,Other_Region,Other_Region
iotc,2017,6,REU,1191.8,0,,,Other_Region,Other_Region
iotc,2017,7,REU,2028.14,0,,,Other_Region,Other_Region
iotc,2017,9,REU,968.65,0,,,Other_Region,Other_Region
iotc,2017,10,REU,18021.25,0,,,Other_Region,Other_Region
iotc,2018,3,REU,1586.6,0,,,Other_Region,Other_Region
iotc,2018,6,REU,306.79,0,,,Other_Region,Other_Region
iotc,2018,6,REU,9093.18,0,,,Other_Region,Other_Region
iotc,2019,2,REU,3311.0,0,,,Other_Region,Other_Region
iotc,2019,7,REU,4424.0,0,,,Other_Region,Other_Region
iotc,2019,7,REU,1403.0,0,,,Other_Region,Other_Region
iotc,2019,7,REU,2730.0,0,,,Other_Region,Other_Region
iotc,2019,8,REU,2839.0,0,,,Other_Region,Other_Region
iotc,2019,10,REU,10702.0,0,,,Other_Region,Other_Region
iotc,2017,2,SYC,1716.0,0,,,Other_Region,Other_Region
iotc,2017,8,SYC,2400.0,0,,,Other_Region,Other_Region
iotc,2018,5,SYC,3500.0,0,,,Other_Region,Other_Region
iotc,2018,9,SYC,42949.0,0,,,Other_Region,Other_Region
iotc,2017,1,ZAF,9650.0,0,,,Other_Region,Other_Region
iotc,2017,1,ZAF,16200.0,0,,,Other_Region,Other_Region
iotc,2018,7,ZAF,2860.0,0,,,Other_Region,Other_Region
iotc,2018,11,ZAF,2400.0,0,,,Other_Region,Other_Region
iotc,2017,1,MDV,27060.0,0,,,Other_Region,Other_Region
iotc,2018,2,MDV,1800.0,0,,,Other_Region,Other_Region
iotc,2017,1,REU,14774.33,0,,,Other_Region,Other_Region
iotc,2017,1,REU,6897.76,0,,,Other_Region,Other_Region
iotc,2017,2,REU,9244.19,0,,,Other_Region,Other_Region
iotc,2017,3,REU,1139.52,0,,,Other_Region,Other_Region
iotc,2017,5,REU,2830.44,0,,,Other_Region,Other_Region
iotc,2017,11,REU,219.65,0,,,Other_Region,Other_Region
iotc,2018,1,REU,6297.14,0,,,Other_Region,Other_Region
iotc,2018,2,REU,3164.21,0,,,Other_Region,Other_Region
iotc,2018,4,REU,1033.65,0,,,Other_Region,Other_Region
iotc,2018,4,REU,507.27,0,,,Other_Region,Other_Region
iotc,2018,4,REU,1724.02,0,,,Other_Region,Other_Region
iotc,2018,9,REU,5.0,0,,,Other_Region,Other_Region
iotc,2019,2,REU,477.0,0,,,Other_Region,Other_Region
iotc,2019,2,REU,18160.0,0,,,Other_Region,Other_Region
iotc,2019,4,REU,8314.0,0,,,Other_Region,Other_Region
iotc,2019,5,REU,9676.0,0,,,Other_Region,Other_Region
iotc,2019,8,REU,15902.0,0,,,Other_Region,Other_Region
iotc,2019,9,REU,52.0,0,,,Other_Region,Other_Region
iotc,2017,6,SYC,3300.0,0,,,Other_Region,Other_Region
iotc,2018,3,SYC,1100.0,0,,,Other_Region,Other_Region
iotc,2018,4,SYC,6828.0,0,,,Other_Region,Other_Region
iotc,2018,6,SYC,750.0,0,,,Other_Region,Other_Region
iotc,2018,7,SYC,42404.0,0,,,Other_Region,Other_Region
iotc,2018,8,ZAF,2400.0,0,,,Other_Region,Other_Region
iotc,2018,12,ZAF,1200.0,0,,,Other_Region,Other_Region
iotc,2019,7,ZAF,5100.0,0,,,Other_Region,Other_Region
iotc,2019,10,ZAF,11988.0,0,,,Other_Region,Other_Region
iotc,2019,11,ZAF,1300.0,0,,,Other_Region,Other_Region
iotc,2017,1,MDV,3000.0,0,,,Other_Region,Other_Region
iotc,2017,2,REU,4287.85,0,,,Other_Region,Other_Region
iotc,2017,6,REU,128.39,0,,,Other_Region,Other_Region
iotc,2017,7,REU,7506.83,0,,,Other_Region,Other_Region
iotc,2017,10,REU,190.73,0,,,Other_Region,Other_Region
iotc,2017,11,REU,1117.4,0,,,Other_Region,Other_Region
iotc,2018,1,REU,743.46,0,,,Other_Region,Other_Region
iotc,2018,8,REU,828.43,0,,,Other_Region,Other_Region
iotc,2018,8,REU,743.67,0,,,Other_Region,Other_Region
iotc,2018,10,REU,123.0,0,,,Other_Region,Other_Region
iotc,2018,11,REU,147.0,0,,,Other_Region,Other_Region
iotc,2019,2,REU,1937.0,0,,,Other_Region,Other_Region
iotc,2019,2,REU,6889.0,0,,,Other_Region,Other_Region
iotc,2019,4,REU,10298.0,0,,,Other_Region,Other_Region
iotc,2019,4,REU,1636.0,0,,,Other_Region,Other_Region
iotc,2019,6,REU,8031.0,0,,,Other_Region,Other_Region
iotc,2019,7,REU,7342.0,0,,,Other_Region,Other_Region
iotc,2019,8,REU,4114.0,0,,,Other_Region,Other_Region
iotc,2019,12,REU,2128.0,0,,,Other_Region,Other_Region
iotc,2019,12,REU,2344.0,0,,,Other_Region,Other_Region
iotc,2017,1,SYC,30134.0,0,,,Other_Region,Other_Region
iotc,2017,10,SYC,16470.0,0,,,Other_Region,Other_Region
iotc,2017,10,SYC,800.0,0,,,Other_Region,Other_Region
iotc,2017,11,SYC,2300.0,0,,,Other_Region,Other_Region
iotc,2018,2,SYC,780.0,0,,,Other_Region,Other_Region
iotc,2018,9,SYC,700.0,0,,,Other_Region,Other_Region
iotc,2017,6,ZAF,3156.0,0,,,Other_Region,Other_Region
iotc,2018,5,ZAF,9500.0,0,,,Other_Region,Other_Region
iotc,2018,8,ZAF,5400.0,0,,,Other_Region,Other_Region
iotc,2017,9,MDV,2000.0,0,,,Other_Region,Other_Region
iotc,2018,5,MDV,1800.0,0,,,Other_Region,Other_Region
iotc,2017,1,REU,9474.15,0,,,Other_Region,Other_Region
iotc,2017,1,REU,9395.21,0,,,Other_Region,Other_Region
iotc,2017,6,REU,1543.64,0,,,Other_Region,Other_Region
iotc,2017,12,REU,32701.52,0,,,Other_Region,Other_Region
iotc,2018,8,REU,4645.82,0,,,Other_Region,Other_Region
iotc,2019,8,REU,11332.0,0,,,Other_Region,Other_Region
iotc,2017,4,SYC,2700.0,0,,,Other_Region,Other_Region
iotc,2017,4,SYC,16100.0,0,,,Other_Region,Other_Region
iotc,2017,11,SYC,1400.0,0,,,Other_Region,Other_Region
iotc,2017,12,SYC,6470.0,0,,,Other_Region,Other_Region
iotc,2018,8,SYC,11025.0,0,,,Other_Region,Other_Region
iotc,2017,5,ZAF,20616.0,0,,,Other_Region,Other_Region
iotc,2017,10,ZAF,1000.0,0,,,Other_Region,Other_Region
iotc,2019,5,ZAF,2600.0,0,,,Other_Region,Other_Region
iotc,2019,8,ZAF,6180.0,0,,,Other_Region,Other_Region
iotc,2019,11,ZAF,1300.0,0,,,Other_Region,Other_Region
iotc,2019,12,ZAF,25450.0,0,,,Other_Region,Other_Region
iotc,2017,2,MDV,2000.0,0,,,Other_Region,Other_Region
iotc,2018,3,MDV,4000.0,0,,,Other_Region,Other_Region
iotc,2017,5,REU,1901.47,0,,,Other_Region,Other_Region
iotc,2017,9,REU,425.54,0,,,Other_Region,Other_Region
iotc,2017,10,REU,3295.02,0,,,Other_Region,Other_Region
iotc,2017,10,REU,2541.44,0,,,Other_Region,Other_Region
iotc,2019,5,REU,533.0,0,,,Other_Region,Other_Region
iotc,2019,6,REU,192.0,0,,,Other_Region,Other_Region
iotc,2019,7,REU,17509.0,0,,,Other_Region,Other_Region
iotc,2019,11,REU,3487.0,0,,,Other_Region,Other_Region
iotc,2017,6,SYC,8000.0,0,,,Other_Region,Other_Region
iotc,2017,7,SYC,680.0,0,,,Other_Region,Other_Region
iotc,2017,8,SYC,1250.0,0,,,Other_Region,Other_Region
iotc,2017,10,SYC,15625.0,0,,,Other_Region,Other_Region
iotc,2017,12,SYC,1000.0,0,,,Other_Region,Other_Region
iotc,2017,12,SYC,8150.0,0,,,Other_Region,Other_Region
iotc,2018,2,SYC,700.0,0,,,Other_Region,Other_Region
iotc,2018,10,SYC,6900.0,0,,,Other_Region,Other_Region
iotc,2017,4,ZAF,6000.0,0,,,Other_Region,Other_Region
iotc,2018,4,ZAF,2700.0,0,,,Other_Region,Other_Region
iotc,2018,12,ZAF,1200.0,0,,,Other_Region,Other_Region
iotc,2019,3,ZAF,1200.0,0,,,Other_Region,Other_Region
iotc,2019,3,ZAF,4800.0,0,,,Other_Region,Other_Region
iotc,2019,7,ZAF,2730.0,0,,,Other_Region,Other_Region
iotc,2019,8,ZAF,3300.0,0,,,Other_Region,Other_Region
iotc,2017,1,REU,8750.42,0,,,Other_Region,Other_Region
iotc,2017,4,REU,1643.98,0,,,Other_Region,Other_Region
iotc,2018,1,REU,1069.83,0,,,Other_Region,Other_Region
iotc,2018,3,REU,122.71,0,,,Other_Region,Other_Region
iotc,2018,7,REU,151.62,0,,,Other_Region,Other_Region
iotc,2018,8,REU,1571.07,0,,,Other_Region,Other_Region
iotc,2018,9,REU,1351.0,0,,,Other_Region,Other_Region
iotc,2018,11,REU,1012.0,0,,,Other_Region,Other_Region
iotc,2018,12,REU,29794.0,0,,,Other_Region,Other_Region
iotc,2019,3,REU,3673.0,0,,,Other_Region,Other_Region
iotc,2019,3,REU,2326.0,0,,,Other_Region,Other_Region
iotc,2019,5,REU,10070.0,0,,,Other_Region,Other_Region
iotc,2019,5,REU,1244.0,0,,,Other_Region,Other_Region
iotc,2019,7,REU,2149.0,0,,,Other_Region,Other_Region
iotc,2019,9,REU,1031.0,0,,,Other_Region,Other_Region
iotc,2019,11,REU,14229.0,0,,,Other_Region,Other_Region
iotc,2017,5,SYC,770.0,0,,,Other_Region,Other_Region
iotc,2018,2,SYC,700.0,0,,,Other_Region,Other_Region
iotc,2018,3,SYC,2100.0,0,,,Other_Region,Other_Region
iotc,2018,5,SYC,12200.0,0,,,Other_Region,Other_Region
iotc,2018,6,SYC,800.0,0,,,Other_Region,Other_Region
iotc,2018,7,SYC,750.0,0,,,Other_Region,Other_Region
iotc,2018,9,SYC,2800.0,0,,,Other_Region,Other_Region
iotc,2018,2,ZAF,5600.0,0,,,Other_Region,Other_Region
iotc,2018,7,ZAF,5664.0,0,,,Other_Region,Other_Region
iotc,2019,9,ZAF,6696.0,0,,,Other_Region,Other_Region
iotc,2018,9,MDV,1800.0,0,,,Other_Region,Other_Region
iotc,2018,10,MDV,3800.0,0,,,Other_Region,Other_Region
iotc,2017,4,REU,10694.49,0,,,Other_Region,Other_Region
iotc,2017,5,REU,12716.24,0,,,Other_Region,Other_Region
iotc,2017,5,REU,678.37,0,,,Other_Region,Other_Region
iotc,2017,6,REU,1074.86,0,,,Other_Region,Other_Region
iotc,2017,12,REU,2755.14,0,,,Other_Region,Other_Region
iotc,2018,2,REU,2708.02,0,,,Other_Region,Other_Region
iotc,2018,6,REU,7855.99,0,,,Other_Region,Other_Region
iotc,2018,8,REU,4404.46,0,,,Other_Region,Other_Region
iotc,2018,9,REU,5189.0,0,,,Other_Region,Other_Region
iotc,2018,11,REU,20434.0,0,,,Other_Region,Other_Region
iotc,2019,1,REU,5252.0,0,,,Other_Region,Other_Region
iotc,2019,3,REU,2080.0,0,,,Other_Region,Other_Region
iotc,2019,4,REU,10694.0,0,,,Other_Region,Other_Region
iotc,2019,6,REU,1624.0,0,,,Other_Region,Other_Region
iotc,2019,7,REU,2505.0,0,,,Other_Region,Other_Region
iotc,2019,8,REU,968.0,0,,,Other_Region,Other_Region
iotc,2019,12,REU,8177.0,0,,,Other_Region,Other_Region
iotc,2019,12,REU,4823.0,0,,,Other_Region,Other_Region
iotc,2017,3,SYC,1750.0,0,,,Other_Region,Other_Region
iotc,2017,3,SYC,2750.0,0,,,Other_Region,Other_Region
iotc,2017,11,SYC,700.0,0,,,Other_Region,Other_Region
iotc,2018,2,SYC,45300.0,0,,,Other_Region,Other_Region
iotc,2018,2,SYC,2550.0,0,,,Other_Region,Other_Region
iotc,2018,3,SYC,1000.0,0,,,Other_Region,Other_Region
iotc,2018,7,SYC,14600.0,0,,,Other_Region,Other_Region
iotc,2018,10,SYC,15580.0,0,,,Other_Region,Other_Region
iotc,2017,9,ZAF,38574.0,0,,,Other_Region,Other_Region
iotc,2018,3,ZAF,5800.0,0,,,Other_Region,Other_Region
iotc,2018,7,ZAF,23956.0,0,,,Other_Region,Other_Region
iotc,2019,5,ZAF,1600.0,0,,,Other_Region,Other_Region
iotc,2019,8,ZAF,3300.0,0,,,Other_Region,Other_Region
iotc,2017,1,MDV,3000.0,0,,,Other_Region,Other_Region
iotc,2017,2,MDV,10800.0,0,,,Other_Region,Other_Region
iotc,2018,5,MDV,3600.0,0,,,Other_Region,Other_Region
iotc,2017,3,MOZ,14400.0,0,,,Other_Region,Other_Region
iotc,2017,4,REU,1886.43,0,,,Other_Region,Other_Region
iotc,2017,4,REU,1714.77,0,,,Other_Region,Other_Region
iotc,2017,5,REU,444.31,0,,,Other_Region,Other_Region
iotc,2017,6,REU,15165.18,0,,,Other_Region,Other_Region
iotc,2017,7,REU,28420.79,0,,,Other_Region,Other_Region
iotc,2017,9,REU,7781.46,0,,,Other_Region,Other_Region
iotc,2017,11,REU,16651.83,0,,,Other_Region,Other_Region
iotc,2018,5,REU,221.03,0,,,Other_Region,Other_Region
iotc,2018,7,REU,4801.77,0,,,Other_Region,Other_Region
iotc,2018,7,REU,10553.25,0,,,Other_Region,Other_Region
iotc,2018,9,REU,1727.0,0,,,Other_Region,Other_Region
iotc,2018,11,REU,1111.0,0,,,Other_Region,Other_Region
iotc,2018,11,REU,3429.0,0,,,Other_Region,Other_Region
iotc,2019,2,REU,13606.0,0,,,Other_Region,Other_Region
iotc,2019,7,REU,15021.0,0,,,Other_Region,Other_Region
iotc,2019,9,REU,1210.0,0,,,Other_Region,Other_Region
iotc,2019,11,REU,19552.0,0,,,Other_Region,Other_Region
iotc,2019,11,REU,2257.0,0,,,Other_Region,Other_Region
iotc,2018,11,SYC,3510.0,0,,,Other_Region,Other_Region
iotc,2018,12,SYC,4280.0,0,,,Other_Region,Other_Region
iotc,2017,4,ZAF,12480.0,0,,,Other_Region,Other_Region
iotc,2017,6,ZAF,53796.0,0,,,Other_Region,Other_Region
iotc,2018,6,ZAF,1400.0,0,,,Other_Region,Other_Region
iotc,2019,6,ZAF,1300.0,0,,,Other_Region,Other_Region
iotc,2017,1,MDV,3000.0,0,,,Other_Region,Other_Region
iotc,2017,1,MDV,9000.0,0,,,Other_Region,Other_Region
iotc,2017,5,MDV,2160.0,0,,,Other_Region,Other_Region
iotc,2017,9,MDV,2000.0,0,,,Other_Region,Other_Region
iotc,2017,1,REU,5238.85,0,,,Other_Region,Other_Region
iotc,2017,2,REU,382.52,0,,,Other_Region,Other_Region
iotc,2017,3,REU,4947.6,0,,,Other_Region,Other_Region
iotc,2017,3,REU,1530.17,0,,,Other_Region,Other_Region
iotc,2017,5,REU,4095.98,0,,,Other_Region,Other_Region
iotc,2017,10,REU,855.89,0,,,Other_Region,Other_Region
iotc,2017,11,REU,997.96,0,,,Other_Region,Other_Region
iotc,2017,12,REU,1972.21,0,,,Other_Region,Other_Region
iotc,2018,4,REU,20254.24,0,,,Other_Region,Other_Region
iotc,2018,5,REU,687.04,0,,,Other_Region,Other_Region
iotc,2018,5,REU,10889.41,0,,,Other_Region,Other_Region
iotc,2018,9,REU,9519.0,0,,,Other_Region,Other_Region
iotc,2018,9,REU,7524.0,0,,,Other_Region,Other_Region
iotc,2019,4,REU,14389.0,0,,,Other_Region,Other_Region
iotc,2019,7,REU,1937.0,0,,,Other_Region,Other_Region
iotc,2019,8,REU,16197.0,0,,,Other_Region,Other_Region
iotc,2019,12,REU,12165.0,0,,,Other_Region,Other_Region
iotc,2017,3,SYC,4420.0,0,,,Other_Region,Other_Region
iotc,2017,8,SYC,11050.0,0,,,Other_Region,Other_Region
iotc,2017,8,SYC,600.0,0,,,Other_Region,Other_Region
iotc,2018,1,SYC,1100.0,0,,,Other_Region,Other_Region
iotc,2018,2,SYC,32160.0,0,,,Other_Region,Other_Region
iotc,2017,4,ZAF,6240.0,0,,,Other_Region,Other_Region
iotc,2017,9,ZAF,3288.0,0,,,Other_Region,Other_Region
iotc,2018,4,ZAF,2400.0,0,,,Other_Region,Other_Region
iotc,2018,8,ZAF,3400.0,0,,,Other_Region,Other_Region
iotc,2018,11,ZAF,1200.0,0,,,Other_Region,Other_Region
iotc,2017,1,MDV,2000.0,0,,,Other_Region,Other_Region
iotc,2018,12,MDV,3600.0,0,,,Other_Region,Other_Region
iotc,2017,7,REU,703.5,0,,,Other_Region,Other_Region
iotc,2017,9,REU,2779.32,0,,,Other_Region,Other_Region
iotc,2018,3,REU,4171.39,0,,,Other_Region,Other_Region
iotc,2018,3,REU,1487.47,0,,,Other_Region,Other_Region
iotc,2018,8,REU,9714.58,0,,,Other_Region,Other_Region
iotc,2018,9,REU,7250.0,0,,,Other_Region,Other_Region
iotc,2018,9,REU,1301.0,0,,,Other_Region,Other_Region
iotc,2019,3,REU,2030.0,0,,,Other_Region,Other_Region
iotc,2019,5,REU,1500.0,0,,,Other_Region,Other_Region
iotc,2019,6,REU,12042.0,0,,,Other_Region,Other_Region
iotc,2019,7,REU,2239.0,0,,,Other_Region,Other_Region
iotc,2019,10,REU,6277.0,0,,,Other_Region,Other_Region
iotc,2019,10,REU,3590.0,0,,,Other_Region,Other_Region
iotc,2017,4,SYC,24430.0,0,,,Other_Region,Other_Region
iotc,2017,10,SYC,36700.0,0,,,Other_Region,Other_Region
iotc,2018,7,SYC,1600.0,0,,,Other_Region,Other_Region
iotc,2017,3,ZAF,1400.0,0,,,Other_Region,Other_Region
iotc,2017,6,ZAF,72816.0,0,,,Other_Region,Other_Region
iotc,2018,9,ZAF,1200.0,0,,,Other_Region,Other_Region
iotc,2019,4,ZAF,1490.0,0,,,Other_Region,Other_Region
iotc,2018,5,MDV,10000.0,0,,,Other_Region,Other_Region
iotc,2018,5,MDV,9000.0,0,,,Other_Region,Other_Region
